date,target,model,actual,predicted,error
2025-11-23,hhs_care_load,Exponential smoothing,2375.0,2124.0964343269397,250.90356567306026
2025-11-24,hhs_care_load,Exponential smoothing,2371.0,2124.0964343269397,246.90356567306026
2025-11-25,hhs_care_load,Exponential smoothing,2375.0,2124.0964343269397,250.90356567306026
2025-11-26,hhs_care_load,Exponential smoothing,2382.0,2124.0964343269397,257.90356567306026
2025-11-27,hhs_care_load,Exponential smoothing,2389.0,2124.0964343269397,264.90356567306026
2025-11-28,hhs_care_load,Exponential smoothing,2397.6666666666665,2124.0964343269397,273.5702323397268
2025-11-29,hhs_care_load,Exponential smoothing,2406.3333333333335,2124.0964343269397,282.23689900639374
2025-11-30,hhs_care_load,Exponential smoothing,2415.0,2124.0964343269397,290.90356567306026
2025-12-01,hhs_care_load,Exponential smoothing,2410.0,2124.0964343269397,285.90356567306026
2025-12-02,hhs_care_load,Exponential smoothing,2407.0,2124.0964343269397,282.90356567306026
2025-12-03,hhs_care_load,Exponential smoothing,2419.0,2124.0964343269397,294.90356567306026
2025-12-04,hhs_care_load,Exponential smoothing,2418.0,2124.0964343269397,293.90356567306026
2025-12-05,hhs_care_load,Exponential smoothing,2421.6666666666665,2124.0964343269397,297.5702323397268
2025-12-06,hhs_care_load,Exponential smoothing,2425.3333333333335,2124.0964343269397,301.23689900639374
2025-12-07,hhs_care_load,Exponential smoothing,2429.0,2124.0964343269397,304.90356567306026
2025-12-08,hhs_care_load,Exponential smoothing,2440.0,2124.0964343269397,315.90356567306026
2025-12-09,hhs_care_load,Exponential smoothing,2443.0,2124.0964343269397,318.90356567306026
2025-12-10,hhs_care_load,Exponential smoothing,2439.0,2124.0964343269397,314.90356567306026
2025-12-11,hhs_care_load,Exponential smoothing,2437.0,2124.0964343269397,312.90356567306026
2025-12-12,hhs_care_load,Exponential smoothing,2445.3333333333335,2124.0964343269397,321.23689900639374
2025-12-13,hhs_care_load,Exponential smoothing,2453.6666666666665,2124.0964343269397,329.5702323397268
2025-12-14,hhs_care_load,Exponential smoothing,2462.0,2124.0964343269397,337.90356567306026
2025-12-15,hhs_care_load,Exponential smoothing,2470.0,2124.0964343269397,345.90356567306026
2025-12-16,hhs_care_load,Exponential smoothing,2468.0,2124.0964343269397,343.90356567306026
2025-12-17,hhs_care_load,Exponential smoothing,2481.0,2124.0964343269397,356.90356567306026
2025-12-18,hhs_care_load,Exponential smoothing,2472.0,2124.0964343269397,347.90356567306026
2025-12-19,hhs_care_load,Exponential smoothing,2476.0,2124.0964343269397,351.90356567306026
2025-12-20,hhs_care_load,Exponential smoothing,2480.0,2124.0964343269397,355.90356567306026
2025-12-21,hhs_care_load,Exponential smoothing,2484.0,2124.0964343269397,359.90356567306026
2025-09-23,hhs_care_load,Trend regression,2145.0,2671.5866483017644,-526.5866483017644
2025-09-24,hhs_care_load,Trend regression,2138.0,2664.0118217422705,-526.0118217422705
2025-09-25,hhs_care_load,Trend regression,2132.0,2656.4369951827775,-524.4369951827775
2025-09-26,hhs_care_load,Trend regression,2136.6666666666665,2648.8621686232837,-512.1955019566171
2025-09-27,hhs_care_load,Trend regression,2141.3333333333335,2641.2873420637907,-499.9540087304572
2025-09-28,hhs_care_load,Trend regression,2146.0,2633.7125155042977,-487.7125155042977
2025-09-29,hhs_care_load,Trend regression,2148.0,2626.137688944804,-478.1376889448038
2025-09-30,hhs_care_load,Trend regression,2159.0,2618.562862385311,-459.56286238531084
2025-10-01,hhs_care_load,Trend regression,2163.0,2610.988035825817,-447.98803582581695
2025-10-02,hhs_care_load,Trend regression,2164.0,2603.413209266324,-439.413209266324
2025-10-03,hhs_care_load,Trend regression,2169.3333333333335,2595.838382706831,-426.5050493734975
2025-10-04,hhs_care_load,Trend regression,2174.6666666666665,2588.263556147337,-413.5968894806706
2025-10-05,hhs_care_load,Trend regression,2180.0,2580.688729587844,-400.68872958784414
2025-10-06,hhs_care_load,Trend regression,2187.0,2573.1139030283503,-386.11390302835025
2025-10-07,hhs_care_load,Trend regression,2189.0,2565.5390764688573,-376.5390764688573
2025-10-08,hhs_care_load,Trend regression,2192.0,2557.9642499093643,-365.9642499093643
2025-10-09,hhs_care_load,Trend regression,2192.0,2550.3894233498704,-358.3894233498704
2025-10-10,hhs_care_load,Trend regression,2199.75,2542.8145967903774,-343.06459679037744
2025-10-11,hhs_care_load,Trend regression,2207.5,2535.2397702308836,-327.73977023088355
2025-10-12,hhs_care_load,Trend regression,2215.25,2527.6649436713906,-312.4149436713906
2025-10-13,hhs_care_load,Trend regression,2223.0,2520.0901171118976,-297.0901171118976
2025-10-14,hhs_care_load,Trend regression,2235.0,2512.5152905524037,-277.5152905524037
2025-10-15,hhs_care_load,Trend regression,2225.0,2504.9404639929107,-279.94046399291074
2025-10-16,hhs_care_load,Trend regression,2233.0,2497.365637433417,-264.36563743341685
2025-10-17,hhs_care_load,Trend regression,2234.3333333333335,2489.790810873924,-255.4574775405904
2025-10-18,hhs_care_load,Trend regression,2235.6666666666665,2482.215984314431,-246.54931764776438
2025-10-19,hhs_care_load,Trend regression,2237.0,2474.641157754937,-237.641157754937
2025-10-20,hhs_care_load,Trend regression,2243.0,2467.066331195444,-224.06633119544404
2025-10-21,hhs_care_load,Trend regression,2251.0,2459.49150463595,-208.49150463595015
2025-10-22,hhs_care_load,Trend regression,2261.0,2451.916678076457,-190.91667807645717
2025-10-23,hhs_care_load,Trend regression,2266.0,2444.341851516964,-178.3418515169642
2025-10-24,hhs_care_load,Trend regression,2269.3333333333335,2436.7670249574703,-167.43369162413683
2025-10-25,hhs_care_load,Trend regression,2272.6666666666665,2429.1921983979773,-156.52553173131082
2025-10-26,hhs_care_load,Trend regression,2276.0,2421.6173718384835,-145.61737183848345
2025-10-27,hhs_care_load,Trend regression,2282.0,2414.0425452789905,-132.04254527899047
2025-10-28,hhs_care_load,Trend regression,2286.0,2406.4677187194975,-120.4677187194975
2025-10-29,hhs_care_load,Trend regression,2280.0,2398.8928921600036,-118.89289216000361
2025-10-30,hhs_care_load,Trend regression,2287.0,2391.3180656005106,-104.31806560051064
2025-10-31,hhs_care_load,Trend regression,2283.6666666666665,2383.7432390410167,-100.07657237435023
2025-11-01,hhs_care_load,Trend regression,2280.3333333333335,2376.168412481524,-95.83507914819029
2025-11-02,hhs_care_load,Trend regression,2277.0,2368.593585922031,-91.5935859220308
2025-11-03,hhs_care_load,Trend regression,2269.0,2361.018759362537,-92.01875936253691
2025-11-04,hhs_care_load,Trend regression,2270.0,2353.443932803044,-83.44393280304394
2025-11-05,hhs_care_load,Trend regression,2272.0,2345.86910624355,-73.86910624355005
2025-11-06,hhs_care_load,Trend regression,2264.0,2338.294279684057,-74.29427968405707
2025-11-07,hhs_care_load,Trend regression,2274.0,2330.719453124564,-56.7194531245641
2025-11-08,hhs_care_load,Trend regression,2284.0,2323.14462656507,-39.14462656507021
2025-11-09,hhs_care_load,Trend regression,2294.0,2315.5698000055772,-21.569800005577235
2025-11-10,hhs_care_load,Trend regression,2294.0,2307.9949734460833,-13.99497344608335
2025-11-11,hhs_care_load,Trend regression,2294.0,2300.4201468865904,-6.4201468865903735
2025-11-12,hhs_care_load,Trend regression,2302.0,2292.8453203270974,9.154679672902603
2025-11-13,hhs_care_load,Trend regression,2317.0,2285.2704937676035,31.72950623239649
2025-11-14,hhs_care_load,Trend regression,2324.6666666666665,2277.6956672081105,46.97099945855598
2025-11-15,hhs_care_load,Trend regression,2332.3333333333335,2270.1208406486166,62.212492684716835
2025-11-16,hhs_care_load,Trend regression,2340.0,2262.5460140891237,77.45398591087633
2025-11-17,hhs_care_load,Trend regression,2343.0,2254.9711875296307,88.0288124703693
2025-11-18,hhs_care_load,Trend regression,2345.0,2247.396360970137,97.60363902986319
2025-11-19,hhs_care_load,Trend regression,2340.0,2239.821534410644,100.17846558935616
2025-11-20,hhs_care_load,Trend regression,2340.0,2232.24670785115,107.75329214885005
2025-11-21,hhs_care_load,Trend regression,2351.6666666666665,2224.671881291657,126.99478537500954
2025-11-22,hhs_care_load,Trend regression,2363.3333333333335,2217.097054732164,146.2362786011695
2025-11-23,hhs_care_load,Trend regression,2375.0,2209.52222817267,165.4777718273299
2025-11-24,hhs_care_load,Trend regression,2371.0,2201.947401613177,169.05259838682286
2025-11-25,hhs_care_load,Trend regression,2375.0,2194.3725750536832,180.62742494631675
2025-11-26,hhs_care_load,Trend regression,2382.0,2186.7977484941903,195.20225150580973
2025-11-27,hhs_care_load,Trend regression,2389.0,2179.2229219346973,209.7770780653027
2025-11-28,hhs_care_load,Trend regression,2397.6666666666665,2171.6480953752034,226.0185712914631
2025-11-29,hhs_care_load,Trend regression,2406.3333333333335,2164.0732688157104,242.26006451762305
2025-11-30,hhs_care_load,Trend regression,2415.0,2156.4984422562165,258.50155774378345
2025-12-01,hhs_care_load,Trend regression,2410.0,2148.9236156967236,261.0763843032764
2025-12-02,hhs_care_load,Trend regression,2407.0,2141.3487891372306,265.6512108627694
2025-12-03,hhs_care_load,Trend regression,2419.0,2133.7739625777367,285.2260374222633
2025-12-04,hhs_care_load,Trend regression,2418.0,2126.1991360182437,291.80086398175627
2025-12-05,hhs_care_load,Trend regression,2421.6666666666665,2118.62430945875,303.04235720791667
2025-12-06,hhs_care_load,Trend regression,2425.3333333333335,2111.049482899257,314.2838504340766
2025-12-07,hhs_care_load,Trend regression,2429.0,2103.474656339764,325.5253436602361
2025-12-08,hhs_care_load,Trend regression,2440.0,2095.89982978027,344.10017021973
2025-12-09,hhs_care_load,Trend regression,2443.0,2088.325003220777,354.67499677922297
2025-12-10,hhs_care_load,Trend regression,2439.0,2080.750176661283,358.24982333871685
2025-12-11,hhs_care_load,Trend regression,2437.0,2073.17535010179,363.8246498982098
2025-12-12,hhs_care_load,Trend regression,2445.3333333333335,2065.600523542297,379.7328097910363
2025-12-13,hhs_care_load,Trend regression,2453.6666666666665,2058.0256969828033,395.6409696838632
2025-12-14,hhs_care_load,Trend regression,2462.0,2050.4508704233103,411.54912957668967
2025-12-15,hhs_care_load,Trend regression,2470.0,2042.8760438638164,427.12395613618355
2025-12-16,hhs_care_load,Trend regression,2468.0,2035.3012173043235,432.6987826956765
2025-12-17,hhs_care_load,Trend regression,2481.0,2027.7263907448305,453.2736092551695
2025-12-18,hhs_care_load,Trend regression,2472.0,2020.1515641853366,451.8484358146634
2025-12-19,hhs_care_load,Trend regression,2476.0,2012.5767376258436,463.42326237415637
2025-12-20,hhs_care_load,Trend regression,2480.0,2005.0019110663497,474.99808893365025
2025-12-21,hhs_care_load,Trend regression,2484.0,1997.4270845068568,486.5729154931432
2025-09-23,hhs_care_load,Feature regression,2145.0,2175.395739360012,-30.395739360012158
2025-09-24,hhs_care_load,Feature regression,2138.0,2214.329756256848,-76.32975625684821
2025-09-25,hhs_care_load,Feature regression,2132.0,2233.010771195097,-101.01077119509682
2025-09-26,hhs_care_load,Feature regression,2136.6666666666665,2220.2766632064126,-83.60999653974613
2025-09-27,hhs_care_load,Feature regression,2141.3333333333335,2196.3972051541737,-55.06387182084018
2025-09-28,hhs_care_load,Feature regression,2146.0,2167.090427839339,-21.0904278393391
2025-09-29,hhs_care_load,Feature regression,2148.0,2196.8384844942125,-48.83848449421248
2025-09-30,hhs_care_load,Feature regression,2159.0,2240.63600687908,-81.63600687908001
2025-10-01,hhs_care_load,Feature regression,2163.0,2294.0876786342087,-131.08767863420871
2025-10-02,hhs_care_load,Feature regression,2164.0,2323.648961168991,-159.6489611689908
2025-10-03,hhs_care_load,Feature regression,2169.3333333333335,2315.9906603320687,-146.65732699873524
2025-10-04,hhs_care_load,Feature regression,2174.6666666666665,2293.8076331435727,-119.14096647690621
2025-10-05,hhs_care_load,Feature regression,2180.0,2265.9305432026017,-85.93054320260171
2025-10-06,hhs_care_load,Feature regression,2187.0,2301.298305043485,-114.29830504348502
2025-10-07,hhs_care_load,Feature regression,2189.0,2350.9687193245386,-161.9687193245386
2025-10-08,hhs_care_load,Feature regression,2192.0,2400.359127321192,-208.35912732119186
2025-10-09,hhs_care_load,Feature regression,2192.0,2425.385173886945,-233.3851738869448
2025-10-10,hhs_care_load,Feature regression,2199.75,2417.1612438331153,-217.41124383311535
2025-10-11,hhs_care_load,Feature regression,2207.5,2398.280717819708,-190.78071781970812
2025-10-12,hhs_care_load,Feature regression,2215.25,2377.25274956705,-162.00274956705016
2025-10-13,hhs_care_load,Feature regression,2223.0,2416.661656192879,-193.66165619287904
2025-10-14,hhs_care_load,Feature regression,2235.0,2469.088606910956,-234.08860691095606
2025-10-15,hhs_care_load,Feature regression,2225.0,2518.71288288335,-293.7128828833502
2025-10-16,hhs_care_load,Feature regression,2233.0,2543.678105522661,-310.6781055226611
2025-10-17,hhs_care_load,Feature regression,2234.3333333333335,2535.558762127038,-301.2254287937044
2025-10-18,hhs_care_load,Feature regression,2235.6666666666665,2517.497651440319,-281.8309847736523
2025-10-19,hhs_care_load,Feature regression,2237.0,2497.9125063915844,-260.91250639158443
2025-10-20,hhs_care_load,Feature regression,2243.0,2538.487496146515,-295.4874961465148
2025-10-21,hhs_care_load,Feature regression,2251.0,2591.0759203731877,-340.0759203731877
2025-10-22,hhs_care_load,Feature regression,2261.0,2640.540448211875,-379.5404482118752
2025-10-23,hhs_care_load,Feature regression,2266.0,2665.8086813931855,-399.80868139318545
2025-10-24,hhs_care_load,Feature regression,2269.3333333333335,2659.0454853352358,-389.71215200190227
2025-10-25,hhs_care_load,Feature regression,2272.6666666666665,2642.9156477429574,-370.2489810762909
2025-10-26,hhs_care_load,Feature regression,2276.0,2625.3186911731063,-349.31869117310634
2025-10-27,hhs_care_load,Feature regression,2282.0,2666.5553205603446,-384.5553205603446
2025-10-28,hhs_care_load,Feature regression,2286.0,2719.2679401168493,-433.26794011684933
2025-10-29,hhs_care_load,Feature regression,2280.0,2768.5599352993977,-488.5599352993977
2025-10-30,hhs_care_load,Feature regression,2287.0,2793.672295055319,-506.67229505531895
2025-10-31,hhs_care_load,Feature regression,2283.6666666666665,2786.945642990732,-503.2789763240653
2025-11-01,hhs_care_load,Feature regression,2280.3333333333335,2782.426989575528,-502.09365624219436
2025-11-02,hhs_care_load,Feature regression,2277.0,2773.449057429905,-496.4490574299052
2025-11-03,hhs_care_load,Feature regression,2269.0,2821.6383938323943,-552.6383938323943
2025-11-04,hhs_care_load,Feature regression,2270.0,2880.0383553165434,-610.0383553165434
2025-11-05,hhs_care_load,Feature regression,2272.0,2934.26360975723,-662.2636097572299
2025-11-06,hhs_care_load,Feature regression,2264.0,2964.497649156354,-700.4976491563539
2025-11-07,hhs_care_load,Feature regression,2274.0,2963.2732796682444,-689.2732796682444
2025-11-08,hhs_care_load,Feature regression,2284.0,2953.7021924786104,-669.7021924786104
2025-11-09,hhs_care_load,Feature regression,2294.0,2943.178916230489,-649.178916230489
2025-11-10,hhs_care_load,Feature regression,2294.0,2992.138408062886,-698.1384080628859
2025-11-11,hhs_care_load,Feature regression,2294.0,3052.787095883915,-758.7870958839148
2025-11-12,hhs_care_load,Feature regression,2302.0,3110.131095594837,-808.131095594837
2025-11-13,hhs_care_load,Feature regression,2317.0,3143.32986992714,-826.32986992714
2025-11-14,hhs_care_load,Feature regression,2324.6666666666665,3144.6363277506816,-819.9696610840151
2025-11-15,hhs_care_load,Feature regression,2332.3333333333335,3135.9115646988307,-803.5782313654972
2025-11-16,hhs_care_load,Feature regression,2340.0,3125.7721035843733,-785.7721035843733
2025-11-17,hhs_care_load,Feature regression,2343.0,3175.2132307941642,-832.2132307941642
2025-11-18,hhs_care_load,Feature regression,2345.0,3236.6187147845276,-891.6187147845276
2025-11-19,hhs_care_load,Feature regression,2340.0,3295.0198242950364,-955.0198242950364
2025-11-20,hhs_care_load,Feature regression,2340.0,3329.02867950419,-989.0286795041902
2025-11-21,hhs_care_load,Feature regression,2351.6666666666665,3330.6728302045617,-979.0061635378952
2025-11-22,hhs_care_load,Feature regression,2363.3333333333335,3322.83090127706,-959.4975679437266
2025-11-23,hhs_care_load,Feature regression,2375.0,3313.648979760493,-938.6489797604931
2025-11-24,hhs_care_load,Feature regression,2371.0,3363.9622588750644,-992.9622588750644
2025-11-25,hhs_care_load,Feature regression,2375.0,3426.010842326251,-1051.010842326251
2025-11-26,hhs_care_load,Feature regression,2382.0,3484.7879034173507,-1102.7879034173507
2025-11-27,hhs_care_load,Feature regression,2389.0,3518.9270580628327,-1129.9270580628327
2025-11-28,hhs_care_load,Feature regression,2397.6666666666665,3520.504316527115,-1122.8376498604484
2025-11-29,hhs_care_load,Feature regression,2406.3333333333335,3512.3480848751196,-1106.0147515417862
2025-11-30,hhs_care_load,Feature regression,2415.0,3502.791544524008,-1087.7915445240078
2025-12-01,hhs_care_load,Feature regression,2410.0,3567.737094624108,-1157.737094624108
2025-12-02,hhs_care_load,Feature regression,2407.0,3639.9964448101027,-1232.9964448101027
2025-12-03,hhs_care_load,Feature regression,2419.0,3705.669234801571,-1286.6692348015708
2025-12-04,hhs_care_load,Feature regression,2418.0,3745.381995472511,-1327.3819954725109
2025-12-05,hhs_care_load,Feature regression,2421.6666666666665,3752.230568315275,-1330.5639016486084
2025-12-06,hhs_care_load,Feature regression,2425.3333333333335,3749.8987590369484,-1324.565425703615
2025-12-07,hhs_care_load,Feature regression,2429.0,3747.206554847517,-1318.206554847517
2025-12-08,hhs_care_load,Feature regression,2440.0,3805.8337662040854,-1365.8337662040854
2025-12-09,hhs_care_load,Feature regression,2443.0,3876.470698923229,-1433.470698923229
2025-12-10,hhs_care_load,Feature regression,2439.0,3943.5268286877194,-1504.5268286877194
2025-12-11,hhs_care_load,Feature regression,2437.0,3985.7687507760943,-1548.7687507760943
2025-12-12,hhs_care_load,Feature regression,2445.3333333333335,3995.470868115594,-1550.1375347822604
2025-12-13,hhs_care_load,Feature regression,2453.6666666666665,3996.1178505026496,-1542.451183835983
2025-12-14,hhs_care_load,Feature regression,2462.0,3996.245111647371,-1534.2451116473708
2025-12-15,hhs_care_load,Feature regression,2470.0,4055.4231151170943,-1585.4231151170943
2025-12-16,hhs_care_load,Feature regression,2468.0,4125.986122466816,-1657.9861224668157
2025-12-17,hhs_care_load,Feature regression,2481.0,4193.337100414302,-1712.3371004143019
2025-12-18,hhs_care_load,Feature regression,2472.0,4236.198097312302,-1764.1980973123018
2025-12-19,hhs_care_load,Feature regression,2476.0,4246.531007166827,-1770.5310071668273
2025-12-20,hhs_care_load,Feature regression,2480.0,4247.599560980342,-1767.5995609803422
2025-12-21,hhs_care_load,Feature regression,2484.0,4247.725617998477,-1763.725617998477
2025-09-23,hhs_care_load,ETS (statsmodels),2145.0,2130.1547054117345,14.84529458826546
2025-09-24,hhs_care_load,ETS (statsmodels),2138.0,2131.8492099438354,6.150790056164624
2025-09-25,hhs_care_load,ETS (statsmodels),2132.0,2155.128235526718,-23.128235526718072
2025-09-26,hhs_care_load,ETS (statsmodels),2136.6666666666665,2194.150621630846,-57.4839549641797
2025-09-27,hhs_care_load,ETS (statsmodels),2141.3333333333335,2225.921630106046,-84.58829677271251
2025-09-28,hhs_care_load,ETS (statsmodels),2146.0,2237.8907274976377,-91.89072749763773
2025-09-29,hhs_care_load,ETS (statsmodels),2148.0,2226.030249589339,-78.03024958933884
2025-09-30,hhs_care_load,ETS (statsmodels),2159.0,2217.2488963332903,-58.248896333290304
2025-10-01,hhs_care_load,ETS (statsmodels),2163.0,2218.943400865391,-55.94340086539114
2025-10-02,hhs_care_load,ETS (statsmodels),2164.0,2242.2224264482734,-78.22242644827338
2025-10-03,hhs_care_load,ETS (statsmodels),2169.3333333333335,2281.2448125524015,-111.91147921906804
2025-10-04,hhs_care_load,ETS (statsmodels),2174.6666666666665,2313.0158210276018,-138.34915436093524
2025-10-05,hhs_care_load,ETS (statsmodels),2180.0,2324.9849184191935,-144.9849184191935
2025-10-06,hhs_care_load,ETS (statsmodels),2187.0,2313.124440510894,-126.12444051089415
2025-10-07,hhs_care_load,ETS (statsmodels),2189.0,2304.3430872548456,-115.34308725484561
2025-10-08,hhs_care_load,ETS (statsmodels),2192.0,2306.0375917869465,-114.03759178694645
2025-10-09,hhs_care_load,ETS (statsmodels),2192.0,2329.316617369829,-137.31661736982915
2025-10-10,hhs_care_load,ETS (statsmodels),2199.75,2368.3390034739573,-168.5890034739573
2025-10-11,hhs_care_load,ETS (statsmodels),2207.5,2400.110011949157,-192.61001194915707
2025-10-12,hhs_care_load,ETS (statsmodels),2215.25,2412.079109340749,-196.8291093407488
2025-10-13,hhs_care_load,ETS (statsmodels),2223.0,2400.2186314324495,-177.21863143244946
2025-10-14,hhs_care_load,ETS (statsmodels),2235.0,2391.4372781764014,-156.43727817640138
2025-10-15,hhs_care_load,ETS (statsmodels),2225.0,2393.131782708502,-168.13178270850221
2025-10-16,hhs_care_load,ETS (statsmodels),2233.0,2416.4108082913845,-183.41080829138446
2025-10-17,hhs_care_load,ETS (statsmodels),2234.3333333333335,2455.4331943955126,-221.09986106217912
2025-10-18,hhs_care_load,ETS (statsmodels),2235.6666666666665,2487.204202870713,-251.53753620404632
2025-10-19,hhs_care_load,ETS (statsmodels),2237.0,2499.1733002623046,-262.17330026230456
2025-10-20,hhs_care_load,ETS (statsmodels),2243.0,2487.312822354005,-244.31282235400522
2025-10-21,hhs_care_load,ETS (statsmodels),2251.0,2478.5314690979567,-227.5314690979567
2025-10-22,hhs_care_load,ETS (statsmodels),2261.0,2480.225973630058,-219.22597363005798
2025-10-23,hhs_care_load,ETS (statsmodels),2266.0,2503.50499921294,-237.50499921294022
2025-10-24,hhs_care_load,ETS (statsmodels),2269.3333333333335,2542.5273853170684,-273.1940519837349
2025-10-25,hhs_care_load,ETS (statsmodels),2272.6666666666665,2574.298393792268,-301.6317271256016
2025-10-26,hhs_care_load,ETS (statsmodels),2276.0,2586.26749118386,-310.2674911838599
2025-10-27,hhs_care_load,ETS (statsmodels),2282.0,2574.407013275561,-292.407013275561
2025-10-28,hhs_care_load,ETS (statsmodels),2286.0,2565.6256600195125,-279.62566001951245
2025-10-29,hhs_care_load,ETS (statsmodels),2280.0,2567.3201645516133,-287.3201645516133
2025-10-30,hhs_care_load,ETS (statsmodels),2287.0,2590.5991901344955,-303.59919013449553
2025-10-31,hhs_care_load,ETS (statsmodels),2283.6666666666665,2629.6215762386237,-345.95490957195716
2025-11-01,hhs_care_load,ETS (statsmodels),2280.3333333333335,2661.392584713824,-381.0592513804904
2025-11-02,hhs_care_load,ETS (statsmodels),2277.0,2673.3616821054156,-396.36168210541564
2025-11-03,hhs_care_load,ETS (statsmodels),2269.0,2661.5012041971163,-392.5012041971163
2025-11-04,hhs_care_load,ETS (statsmodels),2270.0,2652.7198509410678,-382.71985094106776
2025-11-05,hhs_care_load,ETS (statsmodels),2272.0,2654.4143554731686,-382.4143554731686
2025-11-06,hhs_care_load,ETS (statsmodels),2264.0,2677.6933810560513,-413.6933810560513
2025-11-07,hhs_care_load,ETS (statsmodels),2274.0,2716.7157671601794,-442.71576716017944
2025-11-08,hhs_care_load,ETS (statsmodels),2284.0,2748.486775635379,-464.4867756353792
2025-11-09,hhs_care_load,ETS (statsmodels),2294.0,2760.455873026971,-466.45587302697095
2025-11-10,hhs_care_load,ETS (statsmodels),2294.0,2748.5953951186716,-454.5953951186716
2025-11-11,hhs_care_load,ETS (statsmodels),2294.0,2739.8140418626235,-445.8140418626235
2025-11-12,hhs_care_load,ETS (statsmodels),2302.0,2741.5085463947244,-439.50854639472436
2025-11-13,hhs_care_load,ETS (statsmodels),2317.0,2764.7875719776066,-447.7875719776066
2025-11-14,hhs_care_load,ETS (statsmodels),2324.6666666666665,2803.809958081735,-479.1432914150687
2025-11-15,hhs_care_load,ETS (statsmodels),2332.3333333333335,2835.5809665569345,-503.24763322360104
2025-11-16,hhs_care_load,ETS (statsmodels),2340.0,2847.5500639485267,-507.5500639485267
2025-11-17,hhs_care_load,ETS (statsmodels),2343.0,2835.6895860402274,-492.68958604022737
2025-11-18,hhs_care_load,ETS (statsmodels),2345.0,2826.908232784179,-481.90823278417884
2025-11-19,hhs_care_load,ETS (statsmodels),2340.0,2828.60273731628,-488.6027373162801
2025-11-20,hhs_care_load,ETS (statsmodels),2340.0,2851.8817628991624,-511.88176289916237
2025-11-21,hhs_care_load,ETS (statsmodels),2351.6666666666665,2890.9041490032905,-539.237482336624
2025-11-22,hhs_care_load,ETS (statsmodels),2363.3333333333335,2922.6751574784903,-559.3418241451568
2025-11-23,hhs_care_load,ETS (statsmodels),2375.0,2934.644254870082,-559.644254870082
2025-11-24,hhs_care_load,ETS (statsmodels),2371.0,2922.783776961783,-551.7837769617831
2025-11-25,hhs_care_load,ETS (statsmodels),2375.0,2914.0024237057346,-539.0024237057346
2025-11-26,hhs_care_load,ETS (statsmodels),2382.0,2915.6969282378354,-533.6969282378354
2025-11-27,hhs_care_load,ETS (statsmodels),2389.0,2938.9759538207177,-549.9759538207177
2025-11-28,hhs_care_load,ETS (statsmodels),2397.6666666666665,2977.998339924846,-580.3316732581793
2025-11-29,hhs_care_load,ETS (statsmodels),2406.3333333333335,3009.769348400046,-603.4360150667126
2025-11-30,hhs_care_load,ETS (statsmodels),2415.0,3021.738445791638,-606.7384457916378
2025-12-01,hhs_care_load,ETS (statsmodels),2410.0,3009.8779678833384,-599.8779678833384
2025-12-02,hhs_care_load,ETS (statsmodels),2407.0,3001.09661462729,-594.0966146272899
2025-12-03,hhs_care_load,ETS (statsmodels),2419.0,3002.7911191593907,-583.7911191593907
2025-12-04,hhs_care_load,ETS (statsmodels),2418.0,3026.0701447422734,-608.0701447422734
2025-12-05,hhs_care_load,ETS (statsmodels),2421.6666666666665,3065.0925308464016,-643.4258641797351
2025-12-06,hhs_care_load,ETS (statsmodels),2425.3333333333335,3096.8635393216014,-671.5302059882679
2025-12-07,hhs_care_load,ETS (statsmodels),2429.0,3108.832636713193,-679.8326367131931
2025-12-08,hhs_care_load,ETS (statsmodels),2440.0,3096.9721588048938,-656.9721588048938
2025-12-09,hhs_care_load,ETS (statsmodels),2443.0,3088.1908055488457,-645.1908055488457
2025-12-10,hhs_care_load,ETS (statsmodels),2439.0,3089.8853100809465,-650.8853100809465
2025-12-11,hhs_care_load,ETS (statsmodels),2437.0,3113.1643356638288,-676.1643356638288
2025-12-12,hhs_care_load,ETS (statsmodels),2445.3333333333335,3152.1867217679574,-706.8533884346239
2025-12-13,hhs_care_load,ETS (statsmodels),2453.6666666666665,3183.9577302431567,-730.2910635764902
2025-12-14,hhs_care_load,ETS (statsmodels),2462.0,3195.926827634749,-733.9268276347489
2025-12-15,hhs_care_load,ETS (statsmodels),2470.0,3184.0663497264495,-714.0663497264495
2025-12-16,hhs_care_load,ETS (statsmodels),2468.0,3175.284996470401,-707.284996470401
2025-12-17,hhs_care_load,ETS (statsmodels),2481.0,3176.9795010025023,-695.9795010025023
2025-12-18,hhs_care_load,ETS (statsmodels),2472.0,3200.258526585384,-728.2585265853841
2025-12-19,hhs_care_load,ETS (statsmodels),2476.0,3239.2809126895127,-763.2809126895127
2025-12-20,hhs_care_load,ETS (statsmodels),2480.0,3271.0519211647124,-791.0519211647124
2025-12-21,hhs_care_load,ETS (statsmodels),2484.0,3283.021018556304,-799.0210185563042
2025-09-23,hhs_care_load,SARIMA (statsmodels),2145.0,2152.281750426186,-7.281750426186136
2025-09-24,hhs_care_load,SARIMA (statsmodels),2138.0,2158.9528804019114,-20.952880401911443
2025-09-25,hhs_care_load,SARIMA (statsmodels),2132.0,2163.606789822283,-31.60678982228319
2025-09-26,hhs_care_load,SARIMA (statsmodels),2136.6666666666665,2168.9006746962104,-32.23400802954393
2025-09-27,hhs_care_load,SARIMA (statsmodels),2141.3333333333335,2173.5667861383527,-32.23345280501917
